time,shaper.shape_state.0,shaper.shape_state.1,shaper.shape_state.2,shaper.shape_state.3
2026-04-19T15:52:12.450791,431439.8832739892,1742108.7886726554,882408.061264591,1310214.7655215356
2026-04-19T15:52:12.459124,647159.8249109838,1323612.1018968865,1965322.1682823035,2613163.2130089826
2026-04-19T15:52:12.467457,970739.7373664756,2947983.262423455,3919744.8395134737,1985418.1828453296
2026-04-19T15:52:12.475790,1456109.6060497134,5879617.2692702105,2978127.2942679944,4421974.923635182
2026-04-19T15:52:12.484123,2184164.40907457,4467190.951401992,6632962.405452773,8819425.933905315
2026-04-19T15:52:12.492456,3276246.613611855,9949443.61817916,13229138.920857972,6700786.457102988
2026-04-19T15:52:12.500789,4914369.920417783,19843708.391286958,10051179.705654481,14924165.45726874
2026-04-19T15:52:12.509122,7371554.880626675,15076769.568481723,22386248.20590311,29765562.61693044
2026-04-19T15:52:12.517455,11057332.320940012,33579372.31885466,44648343.94539566,22615154.382722586
2026-04-19T15:52:12.525788,16585998.48141002,66972515.92809349,33922731.59408388,50369058.50828199
2026-04-19T15:52:12.534121,24878997.72211503,50884097.401125826,75553587.78242297,100458773.92214024
2026-04-19T15:52:12.542454,37318496.583172545,113330381.68363447,150688160.90321037,76326146.13168874
2026-04-19T15:52:12.550787,55977744.87475882,226032241.36481553,114489219.21753311,169995572.55545172
2026-04-19T15:52:12.559120,83966617.31213823,171733828.83629966,254993358.85317758,339048362.0772233
2026-04-19T15:52:12.567453,125949925.96820734,382490038.2897664,508572543.13583493,257600743.2844495
2026-04-19T15:52:12.575786,188924888.952311,762858814.7137524,386401114.9466742,573735057.4646496
2026-04-19T15:52:12.584119,283387333.4284665,579601672.4300113,860602586.2169743,1144288222.1006286
2026-04-19T15:52:12.592452,425081000.1426997,1290903879.3354614,1716432333.1709428,869402508.6750169
2026-04-19T15:52:12.600785,637621500.2140496,2574648499.7664146,1304103763.0325253,1936355819.033192
2026-04-19T15:52:12.609118,956432250.3210744,1956155644.558788,2904533728.569788,3861972749.679622
2026-04-19T15:52:12.617451,1434648375.4816115,4356800592.864682,5792959124.5394335,2934233466.868182
2026-04-19T15:52:12.625784,2151972563.2224174,8689438686.81915,4401350200.322273,6535200889.3270235
2026-04-19T15:52:12.634117,3227958844.833626,6602025300.49341,9802801334.010536,13034158030.258726
2026-04-19T15:52:12.642450,4841938267.250439,14704202001.025805,19551237045.40809,9903037950.770117
2026-04-19T15:52:12.650783,7262907400.875658,29326855568.12213,14854556926.175175,22056303001.568707
2026-04-19T15:52:12.659116,10894361101.313488,22281835389.272762,33084454502.37306,43990283352.213196
2026-04-19T15:52:12.667449,16341541651.970232,49626681753.56959,65985425028.33979,33422753083.93914
2026-04-19T15:52:12.675782,24512312477.95535,98978137542.51968,50134129625.9287,74440022630.38438
2026-04-19T15:52:12.684115,36768468716.93302,75201194438.90305,111660033945.59657,148467206313.80954
2026-04-19T15:52:12.692448,55152703075.399536,167490050918.40488,222700809470.73428,112801791658.38457
2026-04-19T15:52:12.700781,82729054613.0993,334051214206.11145,169202687487.59683,251235076377.6373
2026-04-19T15:52:12.709114,124093581919.64896,253804031231.40527,376852614566.47595,501076821309.1972
2026-04-19T15:52:12.717447,186140372879.47345,565278921849.7239,751615231963.8158,380706046847.13794
2026-04-19T15:52:12.725780,279210559319.2102,1127422847945.7336,571059070270.7269,847918382774.6158
2026-04-19T15:52:12.734113,418815838978.8153,856588605406.1003,1271877574161.9438,1691134271918.6306
2026-04-19T15:52:12.742446,628223758468.2229,1907816361242.9258,2536701407877.966,1284882908109.1804
2026-04-19T15:52:12.750779,942335637702.3344,3805052111816.9585,1927324362163.7905,2861724541864.4185
2026-04-19T15:52:12.759112,1413503456553.5015,2890986543245.6953,4292586812796.648,5707578167725.468
2026-04-19T15:52:12.767445,2120255184830.2522,6438880219194.981,8561367251588.221,4336479814868.5728
2026-04-19T15:52:12.775778,3180382777245.3784,12842050877382.342,6504719722302.879,9658320328792.502
2026-04-19T15:52:12.784111,4770574165868.067,9757079583454.328,14487480493188.773,19263076316073.543
2026-04-19T15:52:12.792444,7155861248802.102,21731220739783.17,28894614474110.332,14635619375181.521
2026-04-19T15:52:12.800777,10733791873203.152,43341921711165.51,21953429062772.3,32596831109674.79
2026-04-19T15:52:12.809110,16100687809804.729,32930143594158.465,48895246664512.21,65012882566748.3
2026-04-19T15:52:12.817443,24151031714707.094,73342869996768.33,97519323850122.45,49395215391237.73
2026-04-19T15:52:12.825776,36226547572060.64,146278985775183.7,74092823086856.61,110014304995152.53
2026-04-19T15:52:12.834109,54339821358090.96,111139234630284.92,165021457492728.84,219418478662775.56
2026-04-19T15:52:12.842442,81509732037136.44,247532186239093.25,329127717994163.4,166708851945427.4
2026-04-19T15:52:12.850775,122264598055704.66,493691576991245.06,250063277918141.16,371298279358639.9
2026-04-19T15:52:12.859108,183396897083557.0,375094916877211.75,556947419037959.8,740537365486867.6
2026-04-19T15:52:12.867441,275095345625335.5,835421128556939.8,1110806048230301.5,562642375315817.6
2026-04-19T15:52:12.875774,412643018438003.25,1666209072345452.2,843963562973726.5,1253131692835409.5
2026-04-19T15:52:12.884107,618964527657004.9,1265945344460589.8,1879697539253114.2,2499313608518178.5
2026-04-19T15:52:12.892440,928446791485507.2,2819546308879671.5,3748970412777268.0,1898918016690884.5
2026-04-19T15:52:12.900773,1392670187228261.0,5623455619165902.0,2848377025036327.0,4229319463319507.0
2026-04-19T15:52:12.909106,2089005280842391.5,4272565537554490.5,6343979194979260.0,8435183428748853.0
2026-04-19T15:52:12.917439,3133507921263587.0,9515968792468890.0,1.265277514312328e16,6408848306331736.0
2026-04-19T15:52:12.925772,4700261881895380.0,1.897916271468492e16,9613272459497604.0,1.4273953188703336e16
2026-04-19T15:52:12.934105,7050392822843070.0,1.4419908689246406e16,2.1410929783055004e16,2.846874407202738e16
2026-04-19T15:52:12.942438,1.0575589234264604e16,3.2116394674582504e16,4.270311610804107e16,2.162986303386961e16
2026-04-19T15:52:12.950771,1.5863383851396906e16,6.405467416206161e16,3.2444794550804412e16,4.817459201187376e16
2026-04-19T15:52:12.959104,2.379507577709536e16,4.8667191826206616e16,7.226188801781064e16,9.608201124309242e16
2026-04-19T15:52:12.967437,3.569261366564304e16,1.0839283202671597e17,1.4412301686463862e17,7.300078773930992e16
2026-04-19T15:52:12.975770,5.353892049846456e16,2.1618452529695795e17,1.0950118160896488e17,1.6258924804007395e17
2026-04-19T15:52:12.984103,8.030838074769683e16,1.6425177241344733e17,2.438838720601109e17,3.242767879454369e17
2026-04-19T15:52:12.992436,1.2046257112154525e17,3.658258080901664e17,4.864151819181554e17,2.46377658620171e17
2026-04-19T15:52:13.000769,1.806938566823179e17,7.296227728772332e17,3.695664879302565e17,5.487387121352496e17
2026-04-19T15:52:13.009102,2.7104078502347683e17,5.5434973189538477e17,8.231080682028744e17,1.0944341593158497e18
2026-04-19T15:52:13.017435,4.065611775352152e17,1.2346621023043116e18,1.6416512389737746e18,8.315245978430771e17
