time,sorter.sort_state.0,sorter.sort_state.1,sorter.sort_state.2,sorter.sort_state.3,sorter.sort_state.4,sorter.sort_state.5,sorter.sort_state.6,sorter.sort_state.7
2026-04-15T20:03:22.248715,0.5827431192749564,1.0,1.4172568807250439,1.8345137614500873,2.2517706421751282,2.6690275229001714,3.503541284350259,4.338055045800346
2026-04-15T20:03:22.257048,0.5869156880822068,1.0,1.4130843119177934,1.8261686238355863,2.2392529357533766,2.6523372476711695,3.4785058715067563,4.304674495342343
2026-04-15T20:03:22.265381,0.5910465312013847,1.0,1.4089534687986154,1.8179069375972305,2.2268604063958426,2.6358138751944575,3.4537208127916883,4.271627750388919
2026-04-15T20:03:22.273714,0.5951360658893708,1.0,1.4048639341106293,1.8097278682212583,2.214591802331884,2.6194557364425126,3.429183604663771,4.238911472885029
2026-04-15T20:03:22.282047,0.5991847052304772,1.0,1.400815294769523,1.8016305895390456,2.202445884308565,2.6032611790780873,3.404891768617133,4.206522358156178
2026-04-15T20:03:22.290380,0.6031928581781724,1.0,1.3968071418218277,1.7936142836436553,2.190421425465479,2.587228567287306,3.3808428509309616,4.174457134574616
2026-04-15T20:03:22.298713,0.6071609295963907,1.0,1.3928390704036095,1.7856781408072187,2.178517211210824,2.571356281614433,3.357034422421652,4.142712563228869
2026-04-15T20:03:22.307046,0.6110893203004267,1.0,1.3889106796995734,1.7778213593991465,2.166732039098716,2.555642718798288,3.3334640781974354,4.11128543759658
2026-04-15T20:03:22.315379,0.6149784270974225,1.0,1.3850215729025777,1.770043145805155,2.1550647187077283,2.540086291610305,3.3101294374154606,4.080172583220614
2026-04-15T20:03:22.323712,0.6188286428264482,1.0,1.3811713571735518,1.7623427143471035,2.143514071520651,2.5246854286942018,3.2870281430413057,4.049370857388408
2026-04-15T20:03:22.332045,0.6226403563981837,1.0,1.3773596436018163,1.7547192872036326,2.132078930805444,2.5094385744072594,3.2641578616108924,4.018877148814524
2026-04-15T20:03:22.340378,0.6264139528342019,1.0,1.3735860471657981,1.7471720943315963,2.1207581414973897,2.4943441886631867,3.241516282994783,3.9886883773263784
2026-04-15T20:03:22.348711,0.6301498133058598,1.0,1.3698501866941402,1.7397003733882803,2.1095505600824156,2.479400746776555,3.2191011201648347,3.958801493553114
2026-04-15T20:03:22.357044,0.6338483151728013,1.0,1.3661516848271988,1.7323033696543975,2.098455054481591,2.464606739308789,3.196910108963186,3.9292134786175827
2026-04-15T20:03:22.365377,0.6375098320210733,1.0,1.3624901679789267,1.7249803359578535,2.087470503936775,2.449960671915701,3.174941007873554,3.899921343831407
2026-04-15T20:03:22.373710,0.6411347337008625,1.0,1.3588652662991374,1.717730532598275,2.076595798897407,2.435461065196544,3.153191597794818,3.8709221303930925
2026-04-15T20:03:22.382043,0.6447233863638538,1.0,1.355276613636146,1.7105532272722923,2.0658298409084326,2.421106454544578,3.1316596818168696,3.8422129090891612
2026-04-15T20:03:22.390376,0.6482761525002153,1.0,1.3517238474997846,1.7034476949995694,2.055171542499348,2.406895389999132,3.110343084998701,3.8137907799982695
2026-04-15T20:03:22.398709,0.6517933909752132,1.0,1.3482066090247868,1.6964132180495737,2.0446198270743543,2.3928264360991407,3.0892396541487135,3.7856528721982867
2026-04-15T20:03:22.407042,0.6552754570654611,1.0,1.344724542934539,1.6894490858690778,2.0341736288036105,2.378898171738149,3.068347257607226,3.7577963434763038
2026-04-15T20:03:22.415375,0.6587227024948065,1.0,1.3412772975051934,1.682554595010387,2.0238318925155743,2.3651091900207675,3.0476637850311534,3.7302183800415403
2026-04-15T20:03:22.423708,0.6621354754698584,1.0,1.3378645245301415,1.6757290490602832,2.0135935735904185,2.3514580981205597,3.027187147180842,3.702916196241125
2026-04-15T20:03:22.432041,0.6655141207151598,1.0,1.33448587928484,1.6689717585696804,2.003457637854514,2.337943517139354,3.006915275709033,3.675887034278713
2026-04-15T20:03:22.440374,0.6688589795080082,1.0,1.3311410204919916,1.6622820409839836,1.993423061475969,2.3245640819679605,2.9868461229519427,3.649128163935926
2026-04-15T20:03:22.448707,0.6721703897129281,1.0,1.3278296102870717,1.6556592205741438,1.9834888308612093,2.3113184411482806,2.966977661722423,3.6226368822965664
2026-04-15T20:03:22.457040,0.6754486858157988,1.0,1.324551314184201,1.6491026283684025,1.9736539425525972,2.2982052567367974,2.9473078851051984,3.5964105134736006
2026-04-15T20:03:22.465373,0.6786941989576407,1.0,1.3213058010423588,1.6426116020847186,1.9639174031270712,2.285223204169429,2.927834806254146,3.5704464083388645
2026-04-15T20:03:22.473706,0.6819072569680643,1.0,1.3180927430319354,1.6361854860638714,1.9542782290958005,2.2723709721277348,2.908556458191604,3.5447419442554757
2026-04-15T20:03:22.482039,0.6850881843983837,1.0,1.314911815601616,1.6298236312032326,1.9447354468048426,2.259647262406457,2.889470893609688,3.5192945248129206
2026-04-15T20:03:22.490372,0.6882373025543999,1.0,1.3117626974455998,1.6235253948912003,1.935288092336794,2.2470507897823926,2.870576184673591,3.494101579564791
2026-04-15T20:03:22.498705,0.6913549295288559,1.0,1.3086450704711439,1.6172901409422882,1.925935211413426,2.2345802818845684,2.8518704228268548,3.469160563769143
2026-04-15T20:03:22.507038,0.6944413802335674,1.0,1.3055586197664324,1.6111172395328652,1.9166758592992919,2.2222344790657225,2.833351718598586,3.444468958131451
2026-04-15T20:03:22.515371,0.6974969664312317,1.0,1.3025030335687682,1.6050060671375366,1.907509100706299,2.210012134275065,2.8150182014125997,3.4200242685501365
2026-04-15T20:03:22.523704,0.7005219967669194,1.0,1.2994780032330804,1.5989560064661612,1.898434009699236,2.1979120129323144,2.7968680193984734,3.395824025864635
2026-04-15T20:03:22.532037,0.7035167767992502,1.0,1.2964832232007495,1.5929664464014996,1.8894496696022436,2.185932892802991,2.7788993392044885,3.3718657856059884
2026-04-15T20:03:22.540370,0.7064816090312577,1.0,1.293518390968742,1.5870367819374847,1.880555172906221,2.174073563874961,2.7611103458124435,3.3481471277499284
2026-04-15T20:03:22.548703,0.7094167929409451,1.0,1.2905832070590546,1.5811664141181099,1.871749621177159,2.162332828236211,2.7434992423543187,3.324665656472429
2026-04-15T20:03:22.557036,0.7123226250115356,1.0,1.287677374988464,1.5753547499769287,1.8630321249653874,2.1507094999538485,2.7260642499307752,3.301418999907704
2026-04-15T20:03:22.565369,0.7151993987614202,1.0,1.2848006012385793,1.5696012024771595,1.8544018037157335,2.1392024049543097,2.7088036074314674,3.278404809908627
2026-04-15T20:03:22.573702,0.718047404773806,1.0,1.2819525952261934,1.563905190452388,1.845857785678576,2.127810380904766,2.6917155713571526,3.2556207618095403
2026-04-15T20:03:22.582035,0.720866930726068,1.0,1.2791330692739316,1.558266138547864,1.8373992078217902,2.1165322770957182,2.674798415643581,3.2330645541914445
2026-04-15T20:03:22.590368,0.7236582614188073,1.0,1.2763417385811922,1.5526834771623854,1.8290252157435722,2.1053669543247606,2.658050431487145,3.2107339086495297
2026-04-15T20:03:22.598701,0.7264216788046193,1.0,1.2735783211953802,1.5471566423907614,1.8207349635861365,2.0943132847815127,2.641469927172273,3.1886265695630343
2026-04-15T20:03:22.607034,0.729157462016573,1.0,1.2708425379834263,1.541685075966854,1.812527613950275,2.083370151933697,2.62505522790055,3.1667403038674036
2026-04-15T20:03:22.615367,0.7318658873964073,1.0,1.268134112603592,1.5362682252071853,1.8044023378107723,2.07253645041436,2.608804675621544,3.1450729008287293
2026-04-15T20:03:22.623700,0.7345472285224433,1.0,1.265452771477556,1.5309055429551135,1.7963583144326645,2.0618110859102163,2.5927166288653285,3.1236221718204416
2026-04-15T20:03:22.632033,0.7372017562372188,1.0,1.2627982437627805,1.5255964875255623,1.788394731288338,2.051192975051114,2.576789462576675,3.102385950102237
2026-04-15T20:03:22.640366,0.7398297386748467,1.0,1.2601702613251526,1.5203405226503066,1.7805107839754546,2.0406810453006026,2.561021567950908,3.081362090601214
2026-04-15T20:03:22.648699,0.7424314412880982,1.0,1.2575685587119012,1.5151371174238035,1.7727056761357,2.0302742348475964,2.5454113522713984,3.0605484696952017
2026-04-15T20:03:22.657032,0.7450071268752173,1.0,1.2549928731247821,1.5099857462495654,1.764978619374343,2.01997149249912,2.529957238748684,3.0399429849982496
2026-04-15T20:03:22.665365,0.7475570556064651,1.0,1.2524429443935343,1.5048858887870697,1.7573288331805996,2.009771777574129,2.514657666361197,3.019543555148267
2026-04-15T20:03:22.673698,0.7500814850504005,1.0,1.249918514949599,1.499837029899199,1.7497555448487936,1.9996740597983875,2.499511089697585,2.999348119596784
2026-04-15T20:03:22.682031,0.7525806701998965,1.0,1.247419329800103,1.494838659600207,1.7422579894003056,1.9896773192004036,2.484515978800609,2.979354638400816
2026-04-15T20:03:22.690364,0.7550548634978975,1.0,1.244945136502102,1.489890273004205,1.7348354095063026,1.9797805460083995,2.469670819012603,2.959561092016808
2026-04-15T20:03:22.698697,0.7575043148629186,1.0,1.242495685137081,1.4849913702741628,1.7274870554112396,1.9699827405483155,2.4549741108224765,2.9399654810966394
2026-04-15T20:03:22.707030,0.7599292717142894,1.0,1.2400707282857102,1.4801414565714213,1.7202121848571272,1.9602829131428323,2.4404243697142514,2.9205658262856726
2026-04-15T20:03:22.715363,0.7623299789971465,1.0,1.237670021002853,1.475340042005707,1.7130100630085558,1.950680084011404,2.4260201260171086,2.9013601680228156
2026-04-15T20:03:22.723696,0.764706679207175,1.0,1.2352933207928245,1.47058664158565,1.7058799623784704,1.94117328317129,2.4117599247569372,2.882346566342587
2026-04-15T20:03:22.732029,0.7670596124151033,1.0,1.2329403875848963,1.4658807751697933,1.6988211627546856,1.931761550339577,2.3976423255093677,2.863523100679161
2026-04-15T20:03:22.740362,0.7693890162909524,1.0,1.2306109837090473,1.4612219674180953,1.6918329511271388,1.9224439348361813,2.3836659022542737,2.844887869672369
2026-04-15T20:03:22.748695,0.7716951261280428,1.0,1.2283048738719569,1.4566097477439144,1.6849146216158675,1.9132194954878194,2.3698292432317305,2.826438990975645
2026-04-15T20:03:22.757028,0.7739781748667623,1.0,1.2260218251332373,1.4520436502664753,1.6780654753997089,1.9040873005329413,2.356130950799413,2.8081746010658883
2026-04-15T20:03:22.765361,0.7762383931180947,1.0,1.223761606881905,1.4475232137638105,1.6712848206457118,1.8950464275276118,2.3425696412914183,2.7900928550552293
2026-04-15T20:03:22.773694,0.7784760091869137,1.0,1.221523990813086,1.4430479816261725,1.6645719724392547,1.8860959632523357,2.329143944878504,2.772191926504677
2026-04-15T20:03:22.782027,0.7806912490950446,1.0,1.2193087509049552,1.4386175018099108,1.6579262527148622,1.8772350036198124,2.315852505429719,2.7544700072396298
2026-04-15T20:03:22.790360,0.7828843366040942,1.0,1.2171156633959057,1.4342313267918116,1.6513469901877136,1.8684626535836144,2.3026939803754214,2.7369253071672333
2026-04-15T20:03:22.798693,0.7850554932380532,1.0,1.2149445067619467,1.4298890135238935,1.6448335202858364,1.8597780270477782,2.289667040571667,2.719556054095561
2026-04-15T20:03:22.807026,0.7872049383056727,1.0,1.2127950616943273,1.4255901233886545,1.638385185082978,1.8511802467773004,2.2767703701659503,2.702360493554605
2026-04-15T20:03:22.815359,0.789332888922616,1.0,1.210667111077384,1.421334222154768,1.6320013332321484,1.8426684443095274,2.2640026664642905,2.6853368886190587
2026-04-15T20:03:22.823692,0.7914395600333899,1.0,1.2085604399666101,1.4171208799332202,1.6256813198998268,1.834241759866432,2.2513626397996473,2.668483519732868
2026-04-15T20:03:22.832025,0.793525164433056,1.0,1.206474835566944,1.412949671133888,1.6194245067008286,1.8258993422677676,2.2388490134016505,2.6517986845355392
2026-04-15T20:03:22.840358,0.7955899127887254,1.0,1.2044100872112744,1.4088201744225493,1.6132302616338203,1.8176403488450898,2.226460523267634,2.6352806976901837
2026-04-15T20:03:22.848691,0.7976340136608381,1.0,1.2023659863391616,1.4047319726783238,1.607097959017482,1.809463945356639,2.2141959180349575,2.6189278907132816
2026-04-15T20:03:22.857024,0.7996576735242297,1.0,1.20034232647577,1.4006846529515407,1.6010269794273073,1.8013693059030726,2.2020539588546075,2.6027386118061484
2026-04-15T20:03:22.865357,0.8016610967889873,1.0,1.1983389032110123,1.3966778064220253,1.5950167096330343,1.793355612844042,2.190033419266061,2.5867112256880866
2026-04-15T20:03:22.873690,0.8036444858210975,1.0,1.1963555141789022,1.392711028357805,1.5890665425367039,1.7854220567156016,2.1781330850734,2.5708441134312054
2026-04-15T20:03:22.882023,0.8056080409628865,1.0,1.1943919590371133,1.388783918074227,1.583175877111337,1.7775678361484455,2.166351754222666,2.555135672296893
2026-04-15T20:03:22.890356,0.8075519605532576,1.0,1.192448039446742,1.3848960788934848,1.5773441183402235,1.769792157786961,2.154688236680439,2.539584315573924
2026-04-15T20:03:22.898689,0.8094764409477251,1.0,1.1905235590522747,1.3810471181045498,1.5715706771568212,1.7620942362090914,2.1431413543136344,2.5241884724181847
2026-04-15T20:03:22.907022,0.8113816765382479,1.0,1.188618323461752,1.3772366469235042,1.565854970385253,1.7544732938470005,2.131709940770498,2.5089465876940027
2026-04-15T20:03:22.915355,0.8132678597728654,1.0,1.1867321402271345,1.3734642804542692,1.5601964206814003,1.7469285609085305,2.1203928413627926,2.4938571218170624
2026-04-15T20:03:22.923688,0.8151351811751367,1.0,1.1848648188248632,1.3697296376497266,1.5545944564745864,1.7394592752994453,2.1091889129491643,2.4789185505988915
2026-04-15T20:03:22.932021,0.8169838293633853,1.0,1.1830161706366145,1.3660323412732294,1.5490485119098405,1.732064682546451,2.0980970238196726,2.4641293650929024
